"ID HISTÓRICO (itep)","Cód. IBGE/Apac","MUNICÍPIO","ESTAÇÃO","LAT","LON","ALT","LOCAL","TIPO PCD","TIPO","TIPO COLETA","OPERAÇÃO","BACIA HIDROGRÁFICA","MICRORREGIÃO","HOMOGENIA","MESORREGIÃO","DATA INSTALAÇÃO","DATA DESINSTALAÇÃO","GOOGLE"
"589","261500301M","Taquaritinga do Norte","Taquaritinga do Norte - PCD","-7.848","-36.047","436.9","Taquaritinga do Norte - PCD","Meteorologica","Pluviometrica","Automática","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"1870","261500301V","Taquaritinga do Norte","Taquaritinga do Norte (Sítio Boa Vista)","-7.900","-36.040","777.0","Taquaritinga do Norte (Sítio Boa Vista)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"1880","261500302V","Taquaritinga do Norte","Taquaritinga do Norte (Sítio Cardoso)","-7.900","-36.040","777.0","Taquaritinga do Norte (Sítio Cardoso)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"2176","261500301C","TAQUARITINGA DO NORTE","TAQUARITINGA DO NORTE [C]","-7.814","-36.151","0.0","TAQUARITINGA DO NORTE","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Setentrional","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"453","261510201V","Terezinha","Terezinha","-9.057","-36.624","733.1","Terezinha","Meteorologica","Pluviometrica","Convencional","APAC","GI-1","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","","","MAPA"
"TPLU124","261510201A","Terezinha","Terezinha","-9.057","-36.624","0.0","Correios","Meteorologica","Pluviometrica","Automática","APAC","GI1","Agreste Meridional","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"179","261520101V","Terra Nova","Terra Nova","-8.227","-39.377","371.2","Terra Nova","Meteorologica","Pluviometrica","Convencional","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"235","261520102V","Terra Nova","Parnamirim (Açude Aboboras)","-8.088","-39.428","393.2","Parnamirim (Açude Aboboras)","Meteorologica","Pluviometrica","Convencional","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"330","261520103V","Terra Nova","Terra Nova","-8.230","-39.377","361.0","Terra Nova","Meteorologica","Pluviometrica","Convencional","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"1902","261520101H","Terra Nova","Terra Nova (Nilo Coelho)","-8.226","-39.374","371.0","Nilo Coelho","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"1910","261520102H","Terra Nova","Parnamirim (Abóboras)","-8.082","-39.429","383.0","Abóboras","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"TPLU172","261520101A","Terra Nova","Terra Nova (Guarani)","-8.080","-39.394","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","TERRA NOVA","Sertão Central","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"2177","261520101C","TERRA NOVA","TERRA NOVA [C]","-8.226","-39.388","0.0","TERRA NOVA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão Central","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"99","261530001V","Timbaúba","Timbaúba","-7.514","-35.306","101.9","Timbaúba","Meteorologica","Pluviometrica","Convencional","APAC","Goiana","Mata Norte","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"212","261530002V","Timbaúba","Timbaúba (Vila Cruangi)","-7.568","-35.314","113.1","Timbaúba (Vila Cruangi)","Meteorologica","Pluviometrica","Convencional","APAC","Goiana","Mata Norte","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"327","261530003V","Timbaúba","Timbaúba","-7.515","-35.306","100.8","Timbaúba","Meteorologica","Pluviometrica","Convencional","APAC","Goiana","Mata Norte","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"421","261530004V","Timbaúba","Timbaúba","-7.533","-35.317","201.7","Timbaúba","Meteorologica","Pluviometrica","Convencional","APAC","Goiana","Mata Norte","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"1963","261530001H","Timbaúba","Timbaúba","-7.522","-35.288","92.0","Timbaúba","Hidrologica - Rios","Fluviometrica","Automática","ANA","Goiana","Mata Norte","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"TPLU039","261530002A","Timbaúba","Timbaúba (Engenho Salgado)","-7.445","-35.244","0.0","Engenho Salgado","Meteorologica","Pluviometrica","Automática","APAC","GOIANA","Mata Norte","Mata Pernambucana","Mata Pernambucana","","","MAPA"
"TPLU040","261530001A","Timbaúba","Timbaúba (Usina Cruangi)","-7.551","-35.276","0.0","Usina Cruangi","Meteorologica","Pluviometrica","Automática","APAC","GOIANA","Mata Norte","Mata Pernambucana","Mata Pernambucana","","","MAPA"
"70","261540901V","Toritama","Toritama","-8.011","-36.056","346.7","Toritama","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"1949","261540901H","Toritama","Toritama","-8.002","-36.058","356.0","Toritama","Hidrologica - Rios","Fluviometrica","Automática","ANA","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"TPLU152","261540901A","Toritama","Toritama","-8.009","-36.063","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","CAPIBARIBE","Agreste Setentrional","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"515","261550801V","Tracunhaém","Tracunhaém","-7.804","-35.265","107.2","Tracunhaém","Meteorologica","Pluviometrica","Convencional","APAC","Goiana","Mata Norte","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"TPLU041","261550801A","Tracunhaém","Tracunhaém","-7.804","-35.231","0.0","Hospital Unidade Mista","Meteorologica","Pluviometrica","Automática","APAC","GOIANA","Mata Norte","Mata Pernambucana","Mata Pernambucana","","","MAPA"
"83","261560701V","Trindade","Trindade","-7.760","-40.276","506.9","Trindade","Meteorologica","Pluviometrica","Convencional","APAC","Brígida","Sertão do Araripe","Alto Sertão","Sertão Pernambucano","","","MAPA"
"2184","261560701U","TRINDADE","TRINDADE [U]","-7.701","-40.250","0.0","TRINDADE","Agrometeorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Araripe","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"182","261570601V","Triunfo","Triunfo","-7.837","-38.106","999.6","Triunfo","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"TPLU225","261570601A","Triunfo","Triunfo","-7.831","-38.106","0.0","Estação Elevatória (Hospital)","Meteorologica","Pluviometrica","Automática","APAC","PAJEÚ","Sertão do Pajeú","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"141","261580501V","Tupanatinga","Tupanatinga","-8.755","-37.342","722.8","Tupanatinga","Meteorologica","Pluviometrica","Convencional","APAC","Ipanema","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","","","MAPA"
"446","261580502V","Tupanatinga","Buique (Ponta da Vargem)","-8.583","-37.317","684.0","Buique (Ponta da Vargem)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","","","MAPA"
"TPLU125","261580501A","Tupanatinga","Tupanatinga","-8.750","-37.325","0.0","Procurar IPA","Meteorologica","Pluviometrica","Automática","APAC","IPANEMA","Agreste Meridional","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"2178","261580501C","TUPANATINGA","TUPANATINGA [C]","-8.756","-37.356","0.0","TUPANATINGA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Meridional","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"151","261590401V","Tuparetama","Tuparetama","-7.600","-37.312","560.1","Tuparetama","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","","","MAPA"
"2179","261590401C","TUPARETAMA","TUPARETAMA [C]","-7.633","-37.328","0.0","TUPARETAMA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Pajeú","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"152","261600101V","Venturosa","Venturosa","-8.575","-36.881","529.5","Venturosa","Meteorologica","Pluviometrica","Convencional","APAC","Ipanema","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","","","MAPA"
"1897","261600101H","Venturosa","Venturosa (Ingazeira)","-8.612","-36.912","477.0","Ingazeira","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Ipanema","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","","","MAPA"
"2180","261600101C","VENTUROSA","VENTUROSA [C]","-8.560","-36.816","0.0","VENTUROSA","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Meridional","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"44","261610001V","Verdejante","São José do Belmonte","-7.983","-39.056","450.3","São José do Belmonte","Meteorologica","Pluviometrica","Convencional","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"181","261580502V","Verdejante","Verdejante","-7.929","-38.969","507.9","Verdejante","Meteorologica","Pluviometrica","Convencional","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"1884","261580501H","Verdejante","Salgueiro (Boa Vista)","-8.060","-39.054","439.0","Salgueiro - Boa Vista","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"1892","261580502H","Verdejante","Salgueiro","-8.029","-39.061","439.0","Salgueiro","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Terra Nova","Sertão Central","Alto Sertão","Sertão Pernambucano","","","MAPA"
"TPLU173","261580501A","Verdejante","Verdejante","-7.930","-38.968","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","TERRA NOVA","Sertão Central","Sertão Pernambucano","Sertão Pernambucano","","","MAPA"
"277","261618301V","Vertente do Lério","Vertente do Lério","-7.775","-35.850","451.8","Vertente do Lério","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"2181","261618301C","VERTENTE DO LÉRIO","VERTENTE DO LERIO [C]","-7.762","-35.874","0.0","VERTENTE DO LÉRIO","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Setentrional","Agreste Pernambucano","Agreste Pernambucano","","","MAPA"
"73","261620901V","Vertentes","Vertentes","-7.905","-35.974","383.0","Vertentes","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"262","261620902V","Vertentes","Vertentes (IPA)","-7.883","-35.946","402.0","Vertentes (IPA)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"432","261620903V","Vertentes","Vertentes","-7.883","-35.946","402.0","Vertentes","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"437","261620901M","Vertentes","Vertentes - PCD","-7.905","-35.974","384.0","Vertentes - PCD","Meteorologica","Pluviometrica","Automática","APAC","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"1935","261620901A","Vertentes","Vertentes","-7.900","-35.970","381.0","Vertentes","Meteorologica","Pluviometrica","Automática","INPE","Capibaribe","Agreste Setentrional","Agreste Setentrional","Agreste Pernambucano","","","MAPA"
"134","261630801V","Vicência","Vicência","-7.654","-35.318","99.9","Vicência","Meteorologica","Pluviometrica","Convencional","APAC","Goiana","Mata Norte","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"1883","261630801H","Vicência","Vicência (Siriji)","-7.672","-35.412","127.0","Siriji","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Goiana","Mata Norte","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"1964","261630802H","Vicência","Vicência","-7.651","-35.321","93.0","Vicência","Hidrologica - Rios","Fluviometrica","Automática","ANA","Goiana","Mata Norte","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"2102","261630801A","Vicência","Vicência (01)","-7.656","-35.319","105.2","VICÊNCIA","Meteorologica","Pluviometrica","Automática","CEMADEN","Goiana","Mata Norte","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"TPLU042","261630802A","Vicência","Vicência","-7.669","-35.412","0.0","ETA Compesa","Meteorologica","Pluviometrica","Automática","APAC","GOIANA","Mata Norte","Mata Pernambucana","Mata Pernambucana","","","MAPA"
"TPLU057","261640705A","Vitoria de Santo Antão","Vitoria de Santo Antão","-8.225","-35.271","0.0","Usina JB-Cetrel","Meteorologica","Pluviometrica","Automática","APAC","GL2","Mata Sul","Mata Pernambucana","Mata Pernambucana","","","MAPA"
"26","261640701V","Vitória de Santo Antão","Vitória de Santo Antão (IPA)","-8.128","-35.303","166.7","Vitória de Santo Antão (IPA)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"65","261640702V","Vitória de Santo Antão","Vitória de Santo Antão","-8.124","-35.282","159.2","Vitória de Santo Antão","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"258","261640703V","Vitória de Santo Antão","Vitória de Santo Antão (Eng.São José)","-8.249","-35.328","310.6","Vitória de Santo Antão (Eng.São José)","Meteorologica","Pluviometrica","Convencional","APAC","GL-2","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"259","261640704V","Vitória de Santo Antão","Vitória de Santo Antão (Eng. Pirapama)","-8.226","-35.318","277.0","Vitória de Santo Antão (Eng. Pirapama)","Meteorologica","Pluviometrica","Convencional","APAC","GL-2","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"291","261640705V","Vitória de Santo Antão","Vitória de Santo Antão (Engenho Pitu)","-8.219","-35.345","366.9","Vitória de Santo Antão (Engenho Pitu)","Meteorologica","Pluviometrica","Convencional","APAC","GL-2","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"395","261640706V","Vitória de Santo Antão","Vitória de Santo Antão (Serra Grande)","-8.200","-35.350","355.0","Vitória de Santo Antão (Serra Grande)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"488","261640701M","Vitória de Santo Antão","Vitória de Santo Antão - PCD","-8.129","-35.303","165.7","Vitória de Santo Antão - PCD","Meteorologica","Pluviometrica","Automática","APAC","Capibaribe","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"541","261640701V","Vitória de Santo Antão","Vitória de S. Antão (Eng. Cachoeirinha)","-8.225","-35.276","236.2","Vitória de S. Antão (Eng. Cachoeirinha)","Meteorologica","Pluviometrica","Convencional","APAC","GL-2","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"1950","261640701H","Vitória de Santo Antão","Vitória de Santo Antão","-8.114","-35.284","145.0","Vitória de Santo Antão","Hidrologica - Rios","Fluviometrica","Automática","ANA","Capibaribe","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"1982","261640701U","Vitória de Santo Antão","Vitória de Santo Antão","-8.129","-35.303","163.0","Vitória de Santo Antão","Agrometeorologica","Pluviometrica","Automática","APAC","Capibaribe","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"2103","261640702A","Vitória de Santo Antão","Vitória de Santo Antão (Bairro C)","-8.121","-35.325","172.0","VITÓRIA DE SANTO ANTÃO","Meteorologica","Pluviometrica","Automática","CEMADEN","Capibaribe","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"2104","261640703A","Vitória de Santo Antão","Vitória de Santo Antão (Cajá)","-8.111","-35.284","145.2","VITÓRIA DE SANTO ANTÃO","Meteorologica","Pluviometrica","Automática","CEMADEN","Capibaribe","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"2105","261640704A","Vitória de Santo Antão","Vitória de Santo Antão (Livramento)","-8.121","-35.298","153.5","VITÓRIA DE SANTO ANTÃO","Meteorologica","Pluviometrica","Automática","CEMADEN","Capibaribe","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"511","261650601V","Xexéu","Xexeu","-8.838","-35.635","123.5","Xexeu","Meteorologica","Pluviometrica","Convencional","APAC","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"552","261650602V","Xexéu","Xexéu (Usina Bom Mirar)","-8.838","-35.635","123.5","Xexéu (Usina Bom Mirar)","Meteorologica","Pluviometrica","Convencional","APAC","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
"2106","261650601A","Xexéu","Xexeu (Centro)","-8.805","-35.627","150.6","XEXÉU","Meteorologica","Pluviometrica","Automática","CEMADEN","Una","Mata Sul","Zona da Mata e Litoral","Mata Pernambucana","","","MAPA"
